id,v_f_init,d_init,v_l_init,a_1,a_2,tau_s,tau_1,tau_2
3622,10.46,53.87,7.24,-1.56,-1.56,0.36,4.64,0
3623,5.74,4.11,5.73,-2.2,-2.2,3.12,1.88,0
3624,6.21,5.44,5.18,-1.24,-1.24,0.82,4.18,0
3625,7.96,10.56,6.47,-1.73,-1.73,1.26,3.74,0
3626,4.76,8.86,4.98,-1.26,-1.26,1.05,3.95,0
3627,8.01,5.39,6.75,-1.51,-1.51,0.53,4.47,0
3628,6.07,13.6,6.07,-2.36,-2.36,2.43,2.57,0
3629,6.27,11.49,5.19,-1.38,-1.38,1.24,3.76,0
3630,5.51,3.52,5.41,-1.45,-1.45,1.27,3.73,0
3631,4.94,7.36,3.35,-0.89,-0.89,1.24,3.76,0
3632,7.37,13.39,7.4,-1.33,-1.33,0.83,4.17,0
3633,14.42,34.32,11.91,-2.87,-2.87,0.85,4.15,0
3634,2.71,6.7,2.38,-0.57,-0.57,0.83,4.17,0
3635,6.97,4.68,6.33,-1.61,-1.61,1.07,3.93,0
3636,7.01,11.86,6.42,-1.62,-1.62,1.04,3.96,0
3637,8.76,9.34,7.06,-1.65,-1.65,0.72,4.28,0
3638,9.63,24.31,5.44,-1.51,-1.51,1.4,3.6,0
3639,6.33,5.13,5.21,-1.15,-1.15,0.47,4.53,0
3640,5.66,14.03,4.4,-1.47,-1.47,2.01,2.99,0
3641,2.08,2.58,2.14,-0.47,-0.47,0.44,4.56,0
3642,4.77,17.6,5.27,-1.98,-1.98,2.34,2.66,0
3643,15.99,36.64,13.03,-3.01,-3.01,0.67,4.33,0
3644,12.55,27.98,9.52,-2.86,-2.86,1.67,3.33,0
3645,3.5,4.19,2.58,-0.57,-0.57,0.48,4.52,0
3646,1.03,1.38,0.62,-0.55,-0.55,3.87,1.13,0
3647,2.36,3.19,1.7,-0.77,-0.77,2.79,2.21,0
3648,3.59,4.2,3.68,-1.14,-1.14,1.77,3.23,0
3649,8.32,20.38,7.94,-2.3,-2.3,1.55,3.45,0
3650,4.95,14.88,4.9,-2.26,-2.26,2.83,2.17,0
3651,10.58,30.68,10.56,-2.64,-2.64,1,4,0
3652,2.34,4.17,2.38,-1.14,-1.14,2.91,2.09,0
3653,12.55,27.98,9.47,-2.87,-2.87,1.7,3.3,0
3654,13.31,20.13,12.51,-1.65,-1.65,0.63,4.37,0
3655,16.25,31.39,13.31,-2.85,-2.85,0.33,4.67,0
3656,10.42,11.63,9.94,-2.2,-2.2,0.48,4.52,0
3657,9.1,25.61,8.24,-2.01,-2.01,0.9,4.1,0
3658,1.36,1.28,0.96,-0.24,-0.24,1.02,3.98,0
3659,8.06,7.73,5.62,-1.42,-1.42,1.04,3.96,0
3660,5.24,10.8,6.86,-1.84,-1.84,1.27,3.73,0
3661,11.94,18.47,9.31,-2.14,-2.14,0.65,4.35,0
3662,13.86,31.11,11.77,-2.65,-2.65,0.56,4.44,0
3663,5.2,11.12,5.16,-1.13,-1.13,0.43,4.57,0
3664,2.52,3.18,1.79,-0.98,-0.98,3.17,1.83,0
3665,7.51,9.69,7.31,-1.67,-1.67,0.62,4.38,0
3666,2.04,3.28,2.05,-0.96,-0.96,2.86,2.14,0
3667,29.04,94.8,5.69,-1.29,-1.29,0.59,4.41,0
3668,1.65,3.24,1.09,-0.69,-0.69,3.42,1.58,0
3669,2.81,3.83,2.56,-0.86,-0.86,2.02,2.98,0
3670,5.09,14.25,3.9,-1.42,-1.42,2.25,2.75,0
3671,2.98,5.89,2.38,-1.05,-1.05,2.73,2.27,0
3672,8.77,25.44,7.5,-2.3,-2.3,1.74,3.26,0
3673,5.82,12.95,4.02,-1.12,-1.12,1.41,3.59,0
3674,12.29,28.3,8.12,-1.97,-1.97,0.88,4.12,0
3675,11.22,49.35,8.57,-2.21,-2.21,1.12,3.88,0
3676,5.84,14.21,6.02,-2,-2,1.99,3.01,0
3677,5.86,8.77,4.45,-1.72,-1.72,2.41,2.59,0
3678,7.34,10.76,7.33,-2.02,-2.02,1.37,3.63,0
3679,7.48,19.78,8.03,-1.72,-1.72,0.33,4.67,0
3680,3.7,3.38,3.71,-1.19,-1.19,1.88,3.12,0
3681,3.56,8.03,3.56,-0.81,-0.81,0.61,4.39,0
3682,9.96,15.41,10.07,-2.13,-2.13,0.27,4.73,0
3683,9.08,18.57,9.21,-2.64,-2.64,1.51,3.49,0
3684,10.99,33.55,10.47,-2.19,-2.19,0.22,4.78,0
3685,7.81,20.29,8.81,-2.27,-2.27,1.12,3.88,0
3686,6.03,4.92,4.99,-1.3,-1.3,1.16,3.84,0
3687,7.02,17.73,6.93,-1.63,-1.63,0.75,4.25,0
3688,7.91,9.08,5.76,-1.54,-1.54,1.26,3.74,0
3689,10.05,32.59,8.3,-2.22,-2.22,1.26,3.74,0
3690,9.23,10.99,7.76,-1.95,-1.95,1.02,3.98,0
3691,3.99,4.84,4.01,-1.01,-1.01,1.03,3.97,0
3692,7.33,11.08,7.24,-2.54,-2.54,2.15,2.85,0
3693,6.35,27.76,5.41,-2.45,-2.45,2.79,2.21,0
3694,5.93,14.8,4.8,-1.11,-1.11,0.68,4.32,0
3695,5.5,5.83,4.8,-1.72,-1.72,2.21,2.79,0
3696,2.73,9.59,2.75,-0.89,-0.89,1.91,3.09,0
3697,13.1,17.09,13.42,-1.15,-1.15,0.74,4.26,0
3698,4.2,6.19,3.13,-1.45,-1.45,2.84,2.16,0
3699,4.52,9.16,4.46,-0.99,-0.99,0.49,4.51,0
3700,7.6,9.43,6.54,-1.45,-1.45,0.49,4.51,0
3701,1.39,8.95,1.88,-0.68,-0.68,2.23,2.77,0
3702,10.66,13.48,7.67,-1.84,-1.84,0.83,4.17,0
3703,3.83,4.69,3.29,-1.85,-1.85,3.22,1.78,0
3704,0.92,3.7,1.22,-1.79,-1.79,4.32,0.68,0
3705,10.43,5.37,6.63,-1.64,-1.64,0.96,4.04,0
3706,7.57,15.21,6.17,-1.55,-1.55,1.02,3.98,0
3707,8.01,13.47,5.16,-1.65,-1.65,1.87,3.13,0
3708,7.02,17.73,7.09,-1.6,-1.6,0.57,4.43,0
3709,3.53,6.16,2.72,-1.73,-1.73,3.43,1.57,0
3710,3.87,7,3.91,-0.9,-0.9,0.65,4.35,0
3711,11.23,15.77,11.13,-2.41,-2.41,0.38,4.62,0
3712,0.7,1.99,0.4,-1.67,-1.67,4.76,0.24,0
3713,4.41,6.23,4.36,-1,-1,0.64,4.36,0
3714,14.94,37.02,10.49,-2.66,-2.66,1.37,3.63,0
3715,2.99,6.93,2.99,-1.66,-1.66,3.2,1.8,0
3716,1.65,3.24,0.97,-2.61,-2.61,4.63,0.37,0
3717,9,28.56,5.26,-1.67,-1.67,1.85,3.15,0
3718,10.54,30.76,10.51,-2.33,-2.33,0.49,4.51,0
3719,12.37,13.28,10.15,-2.26,-2.26,0.51,4.49,0
3720,5.3,4.41,5.26,-1.27,-1.27,0.86,4.14,0
3721,3.04,5.82,2.56,-1.12,-1.12,2.71,2.29,0
3722,4.92,20.44,4.88,-2.12,-2.12,2.7,2.3,0
3723,7.14,10.36,7.23,-2.12,-2.12,1.59,3.41,0
3724,0.42,2.23,0.43,-0.12,-0.12,1.42,3.58,0
3725,4.14,10.65,3.65,-2.59,-2.59,3.59,1.41,0
3726,5.65,6.35,4.1,-1.12,-1.12,1.34,3.66,0
3727,3.79,15.05,5.5,-1.89,-1.89,2.09,2.91,0
3728,10.65,26.36,9.47,-3.37,-3.37,2.19,2.81,0
3729,5.73,23.51,5.59,-1.68,-1.68,1.67,3.33,0
3730,3.74,4.38,3.46,-1.07,-1.07,1.77,3.23,0
3731,10.26,29.07,7.54,-2.01,-2.01,1.25,3.75,0
3732,9.05,7.91,8.14,-1.39,-1.39,1.39,3.61,0
3733,4.3,9.21,3.41,-0.82,-0.82,0.84,4.16,0
3734,0.42,2.23,0.5,-0.13,-0.13,1.12,3.88,0
3735,5.08,17.48,5.03,-1.22,-1.22,0.88,4.12,0
3736,7.01,15.62,5.84,-1.42,-1.42,0.89,4.11,0
3737,7.74,22.8,5.37,-1.24,-1.24,0.67,4.33,0
3738,5.51,4.4,4.59,-1.72,-1.72,2.33,2.67,0
3739,1.6,2.38,1.55,-0.42,-0.42,1.31,3.69,0
3740,5.5,5.83,4.68,-1.83,-1.83,2.44,2.56,0
3741,3.87,7,3.89,-0.91,-0.91,0.77,4.23,0
3742,4.79,20.87,4.62,-1.07,-1.07,0.68,4.32,0
3743,4.96,9.01,3.79,-1.23,-1.23,1.92,3.08,0
3744,4.51,10,3.99,-1.23,-1.23,1.76,3.24,0
3745,8.18,22.16,7.96,-2.69,-2.69,2.04,2.96,0
3746,6.03,6.29,4.16,-1.26,-1.26,1.7,3.3,0
3747,7.75,8.64,4.78,-2.39,-2.39,3,2,0
3748,7.11,14.16,6.65,-1.67,-1.67,1.02,3.98,0
3749,16.31,16.63,15.26,-2.28,-2.28,0.45,4.55,0
3750,5.18,17.47,3.74,-1.8,-1.8,2.92,2.08,0
3751,11.03,25.03,10.44,-2.3,-2.3,0.46,4.54,0
3752,5.8,6.75,5.58,-1.83,-1.83,1.95,3.05,0
3753,13.48,13.96,9.19,-2.27,-2.27,0.95,4.05,0
3754,8.88,13.97,8.05,-2.06,-2.06,1.09,3.91,0
3755,7.29,7.06,4.69,-2.31,-2.31,2.97,2.03,0
3756,1.03,1.38,0.61,-1.33,-1.33,4.54,0.46,0
3757,6.88,8.67,6.98,-1.67,-1.67,0.82,4.18,0
3758,4.18,11.09,5.03,-2.89,-2.89,3.26,1.74,0
3759,10.98,13.13,10.02,-2.5,-2.5,0.99,4.01,0
3760,2.33,10.31,2.06,-2.08,-2.08,4.01,0.99,0
3761,4.95,14.88,4.83,-2.39,-2.39,2.98,2.02,0
3762,7.34,19.52,5.68,-1.48,-1.48,1.16,3.84,0
3763,2.86,7.19,2.56,-0.63,-0.63,0.93,4.07,0
3764,5.48,5.69,5.4,-1.32,-1.32,0.91,4.09,0
3765,5.05,4.85,5.1,-1.13,-1.13,0.49,4.51,0
3766,7.24,12.72,7.22,-1.76,-1.76,0.9,4.1,0
3767,6.33,5.13,5.15,-1.15,-1.15,0.52,4.48,0
3768,8.09,36.2,7.84,-2.48,-2.48,1.84,3.16,0
3769,8.51,26.82,8.43,-2.05,-2.05,0.89,4.11,0
3770,9,28.56,5.26,-1.65,-1.65,1.81,3.19,0
3771,5.06,14.73,4.12,-1.3,-1.3,1.83,3.17,0
3772,8.37,16.61,8.33,-1.8,-1.8,0.37,4.63,0
3773,5.28,5.86,5.3,-0.97,-0.97,1.03,3.97,0
3774,12.49,29.51,12.46,-2.98,-2.98,0.82,4.18,0
3775,3.74,4.38,3.43,-1.09,-1.09,1.85,3.15,0
3776,4.95,16.32,4.9,-1.11,-1.11,0.59,4.41,0
3777,11.93,34.13,8.44,-2.28,-2.28,1.3,3.7,0
3778,12.09,56.37,5.57,-2.16,-2.16,2.42,2.58,0
3779,4.61,18.22,3.95,-2.08,-2.08,3.1,1.9,0
3780,5.03,3.14,3.76,-0.91,-0.91,1.56,3.44,0
3781,3.59,15.41,5.78,-1.61,-1.61,1.41,3.59,0
3782,3,9.31,3,-1.02,-1.02,2.06,2.94,0
3783,5.61,6.94,5.52,-1.37,-1.37,0.97,4.03,0
3784,7.85,32.15,7.8,-2.59,-2.59,1.99,3.01,0
3785,12.01,24.24,11.28,-2.49,-2.49,0.47,4.53,0
3786,1.88,2.11,1.7,-0.5,-0.5,1.61,3.39,0
3787,4.77,17.6,5.21,-1.99,-1.99,2.38,2.62,0
3788,6.17,18.64,5.73,-1.99,-1.99,2.12,2.88,0
3789,7.18,15.22,6.97,-1.88,-1.88,1.29,3.71,0
3790,5.05,17.25,4.58,-1.35,-1.35,1.61,3.39,0
3791,19.27,24.24,16.88,-1.75,-1.75,0.9,4.1,0
3792,6.35,8.61,6.36,-2.05,-2.05,1.9,3.1,0
3793,9.27,35.84,9.05,-2.4,-2.4,1.23,3.77,0
3794,4.51,10,4.11,-1.19,-1.19,1.55,3.45,0
3795,4.07,2.75,3.04,-1.15,-1.15,2.36,2.64,0
3796,10.72,17.03,10.7,-2.07,-2.07,0.95,4.05,0
3797,1.61,2.21,1.05,-0.32,-0.32,1.71,3.29,0
3798,5.05,17.25,4.64,-1.37,-1.37,1.61,3.39,0
3799,4.51,10,4.11,-1.18,-1.18,1.52,3.48,0
3800,5.52,8.12,5.49,-1.39,-1.39,1.05,3.95,0
3801,9.77,24.72,9.67,-2.32,-2.32,0.83,4.17,0
3802,10.72,13.91,10.78,-2.38,-2.38,0.47,4.53,0
3803,6.07,13.6,6.14,-2.24,-2.24,2.26,2.74,0
3804,8.86,31.53,9.8,-2.6,-2.6,1.23,3.77,0
3805,5.3,4.41,5.21,-1.25,-1.25,0.83,4.17,0
3806,4.18,5.65,3.42,-1.89,-1.89,3.19,1.81,0
3807,2.16,10.92,3.31,-2.45,-2.45,3.65,1.35,0
3808,8.58,20.16,8.57,-2.88,-2.88,2.43,2.57,0
3809,5.34,12.46,5.22,-1.51,-1.51,1.54,3.46,0
3810,6.8,15.77,6.95,-2.18,-2.18,1.81,3.19,0
3811,3.04,5.82,2.52,-1.23,-1.23,2.95,2.05,0
3812,5.44,4.33,5.4,-1.58,-1.58,1.58,3.42,0
3813,5.38,5.5,4.79,-0.69,-0.69,0.89,4.11,0
3814,13.3,41.88,9.99,-2.25,-2.25,0.56,4.44,0
3815,1.31,2.91,1.4,-0.62,-0.62,2.74,2.26,0
3816,9.57,16.83,9.51,-2.42,-2.42,1.07,3.93,0
3817,3.59,4.2,3.67,-1.12,-1.12,1.72,3.28,0
3818,9.18,13.23,5.9,-1.26,-1.26,0.32,4.68,0
3819,7.19,10.44,5.48,-1.34,-1.34,1.6,3.4,0
3820,1.73,9.96,1.95,-0.49,-0.49,1.03,3.97,0
3821,3.68,12.89,3.34,-1,-1,1.66,3.34,0
3822,2.28,2.59,2.58,-1.05,-1.05,2.54,2.46,0
3823,5.43,3.51,4.88,-1.09,-1.09,0.52,4.48,0
3824,7.92,15.65,7.55,-2.03,-2.03,1.28,3.72,0
3825,9.09,9.98,7.85,-1.74,-1.74,0.49,4.51,0
3826,8.88,13.97,7.97,-2.07,-2.07,1.15,3.85,0
3827,5.08,11.33,5.16,-1.75,-1.75,2.05,2.95,0
3828,1.03,1.38,0.72,-0.69,-0.69,3.95,1.05,0
3829,8.01,13.47,5.16,-1.65,-1.65,1.87,3.13,0
3830,1.65,3.24,1,-1.56,-1.56,4.36,0.64,0
3831,8.39,8.93,6.19,-1.45,-1.45,0.73,4.27,0
3832,5.47,6.94,5.47,-1.27,-1.27,1.99,3.01,0
3833,0.94,3.84,0.6,-0.41,-0.41,3.54,1.46,0
3834,13.1,13.25,13.17,-2.08,-2.08,0.63,4.37,0
3835,3.06,5.5,2.03,-0.92,-0.92,2.79,2.21,0
3836,14.69,33.15,11.89,-2.58,-2.58,0.39,4.61,0
3837,9.3,26.06,9.37,-2.19,-2.19,0.72,4.28,0
3838,3.78,7.11,3.35,-0.78,-0.78,0.7,4.3,0
3839,7.81,20.29,8.69,-2.3,-2.3,1.22,3.78,0
3840,8.21,21.24,8.27,-1.56,-1.56,1.43,3.57,0
3841,3.88,10.87,4.23,-0.94,-0.94,2,3,0
3842,4.79,20.87,4.56,-1.08,-1.08,0.78,4.22,0
3843,9.49,7.5,7.28,-1.99,-1.99,1.34,3.66,0
3844,5.48,5.69,5.48,-1.31,-1.31,0.82,4.18,0
3845,8.57,7.83,8.58,-1.85,-1.85,0.36,4.64,0
3846,5.58,4.86,3.87,-1.53,-1.53,3.03,1.97,0
3847,10.74,27.09,10.27,-2.18,-2.18,0.29,4.71,0
3848,5.4,9.11,4.27,-1.34,-1.34,1.81,3.19,0
3849,7.34,19.52,5.68,-1.48,-1.48,1.16,3.84,0
3850,8.91,33.03,8.96,-2.65,-2.65,1.62,3.38,0
3851,5.82,17.58,5.66,-1.32,-1.32,0.71,4.29,0
3852,7.06,10.71,7.02,-1.49,-1.49,0.29,4.71,0
3853,5.46,5.36,4.02,-1.31,-1.31,1.93,3.07,0
3854,2.34,4.17,2.48,-1.11,-1.11,2.77,2.23,0
3855,1.93,1.84,1.84,-0.4,-0.4,0.39,4.61,0
3856,6.91,9.74,6.97,-1.53,-1.53,0.62,4.38,0
3857,5.79,11.51,4.06,-2.04,-2.04,3.01,1.99,0
3858,5.37,16.39,5.52,-2.2,-2.2,2.49,2.51,0
3859,15.92,37.14,12.31,-3.07,-3.07,1.39,3.61,0
3860,9.23,17.96,5.11,-1.38,-1.38,1.3,3.7,0
3861,5.33,12.26,5.56,-2.78,-2.78,3,2,0
3862,1.86,2.1,1.39,-0.37,-0.37,1.25,3.75,0
3863,3.53,9.05,3.95,-1.06,-1.06,1.27,3.73,0
3864,3.59,15.41,5.75,-1.58,-1.58,1.36,3.64,0
3865,3.06,5.5,2.14,-0.8,-0.8,2.33,2.67,0
3866,7.29,7.06,4.79,-2.13,-2.13,2.75,2.25,0
3867,3.7,3.38,3.85,-1.13,-1.13,1.59,3.41,0
3868,11.7,36.27,9.55,-2.52,-2.52,1.21,3.79,0
3869,4.86,8.61,4.74,-1.05,-1.05,0.49,4.51,0
3870,9.56,6.19,8.5,-1.88,-1.88,1.29,3.71,0
3871,3.99,11.46,4.24,-0.94,-0.94,0.49,4.51,0
3872,11.93,34.13,8.36,-2.29,-2.29,1.35,3.65,0
3873,6.05,14.03,6.16,-1.86,-1.86,1.69,3.31,0
3874,2.45,6.23,2.39,-0.85,-0.85,2.19,2.81,0
3875,7.72,9.13,4.17,-0.93,-0.93,0.74,4.26,0
3876,5.86,8.77,4.43,-1.69,-1.69,2.38,2.62,0
3877,10.67,18.54,10.19,-2.83,-2.83,1.4,3.6,0
3878,7.71,14.6,6.45,-1.49,-1.49,0.67,4.33,0
3879,1.57,12.04,1.58,-0.75,-0.75,2.89,2.11,0
3880,2.25,5.69,2.3,-1.38,-1.38,3.33,1.67,0
3881,11.01,24.77,7.14,-1.59,-1.59,0.51,4.49,0
3882,3.37,19.45,2.31,-0.65,-0.65,1.45,3.55,0
3883,5.1,7.82,4.32,-1.86,-1.86,2.68,2.32,0
3884,3.55,5.7,3.46,-1.23,-1.23,2.19,2.81,0
3885,1.51,5.25,1.95,-0.78,-0.78,2.5,2.5,0
3886,5.05,4.85,4.96,-1.16,-1.16,0.72,4.28,0
3887,6.72,19.46,6.09,-1.47,-1.47,0.86,4.14,0
3888,2.73,9.59,2.72,-0.91,-0.91,2.01,2.99,0
3889,5.34,22.82,5.29,-1.16,-1.16,0.44,4.56,0
3890,5.86,8.77,4.41,-1.73,-1.73,2.45,2.55,0
3891,9.18,13.23,5.89,-1.28,-1.28,0.4,4.6,0
3892,1.88,2.11,1.76,-0.45,-0.45,1.08,3.92,0
3893,6.71,23.1,4.93,-1.33,-1.33,1.29,3.71,0
3894,7.28,4.39,6.7,-1.51,-1.51,0.56,4.44,0
3895,3.15,4.91,3.1,-1.12,-1.12,2.23,2.77,0
3896,6.03,4.92,5.03,-1.3,-1.3,1.13,3.87,0
3897,29.04,94.8,5.73,-1.29,-1.29,0.56,4.44,0
3898,0.54,1.75,0.31,-0.85,-0.85,4.63,0.37,0
3899,5.05,17.25,4.63,-1.35,-1.35,1.57,3.43,0
3900,6.27,21.04,6.38,-1.85,-1.85,1.55,3.45,0
3901,3.32,8.41,2.99,-1.52,-1.52,3.03,1.97,0
3902,2.28,2.59,2.54,-1.04,-1.04,2.56,2.44,0
3903,7.69,20.02,6.65,-1.91,-1.91,1.52,3.48,0
3904,6.05,16.28,5.99,-1.58,-1.58,1.21,3.79,0
3905,7.75,15.72,7.47,-2.16,-2.16,1.54,3.46,0
3906,3.04,17.63,3.58,-1.33,-1.33,2.31,2.69,0
3907,3.6,18.6,4.95,-1.11,-1.11,0.54,4.46,0
3908,5.05,4.85,5.01,-1.16,-1.16,0.68,4.32,0
3909,4.47,16.35,4.4,-1.61,-1.61,2.27,2.73,0
3910,3.97,5.21,3.96,-0.98,-0.98,0.96,4.04,0
3911,6.7,9.91,6.74,-2.08,-2.08,1.76,3.24,0
3912,5,6.67,5.07,-1.64,-1.64,1.91,3.09,0
3913,2.3,6.24,2.35,-0.74,-0.74,1.82,3.18,0
3914,3.76,5.31,2.77,-0.69,-0.69,0.98,4.02,0
3915,2.28,3.6,2.24,-0.6,-0.6,1.26,3.74,0
3916,6.27,21.04,6.24,-1.89,-1.89,1.7,3.3,0
3917,7.31,19.56,7.36,-1.8,-1.8,0.91,4.09,0
3918,4.53,5.38,3.59,-1.01,-1.01,1.45,3.55,0
3919,4.15,6.46,3.18,-1.17,-1.17,2.28,2.72,0
3920,5.81,15.11,5.73,-1.95,-1.95,2.06,2.94,0
3921,10.85,15.52,9.72,-2.15,-2.15,0.48,4.52,0
3922,8.81,19.57,8.87,-1.95,-1.95,0.45,4.55,0
3923,7.75,8.64,4.75,-2.5,-2.5,3.1,1.9,0
3924,6.39,4.29,6.61,-1.44,-1.44,0.41,4.59,0
3925,10.5,27.41,8.78,-2.25,-2.25,1.1,3.9,0
3926,2.94,9.05,2.87,-1.11,-1.11,2.41,2.59,0
3927,4.77,17.6,5.23,-2.21,-2.21,2.7,2.3,0
3928,5.04,14.86,5,-1.73,-1.73,2.11,2.89,0
3929,8.37,16.61,8.39,-1.81,-1.81,0.45,4.55,0
3930,5.34,12.46,5.28,-1.47,-1.47,1.41,3.59,0
3931,7.14,5.69,7.14,-1.65,-1.65,0.67,4.33,0
3932,5.13,14.96,4.86,-1.75,-1.75,2.22,2.78,0
3933,5.43,3.51,4.96,-1.09,-1.09,0.45,4.55,0
3934,3.72,2.42,3.84,-0.97,-0.97,1.04,3.96,0
3935,7.71,7.82,6.99,-1.84,-1.84,1.2,3.8,0
3936,4.61,18.22,3.86,-2.31,-2.31,3.33,1.67,0
3937,4.91,8.16,4.94,-1.42,-1.42,1.52,3.48,0
3938,2.33,10.31,1.92,-2.37,-2.37,4.19,0.81,0
3939,8.39,8.93,6.26,-1.45,-1.45,0.68,4.32,0
3940,3.82,6.59,2.96,-1.37,-1.37,2.84,2.16,0
3941,13.7,34.53,10.74,-2.57,-2.57,0.82,4.18,0
3942,3.35,12.34,3.35,-1.34,-1.34,2.5,2.5,0
3943,3.66,9.58,3.7,-2.01,-2.01,3.16,1.84,0
3944,10.95,29.5,10.65,-2.76,-2.76,1.14,3.86,0
3945,7.21,6.93,7.16,-1.94,-1.94,1.31,3.69,0
3946,4.82,12.29,4.77,-1.53,-1.53,1.88,3.12,0
3947,7.07,7.04,7.05,-1.9,-1.9,1.29,3.71,0
3948,2.25,3.83,2.45,-0.54,-0.54,1.45,3.55,0
3949,1.63,1.74,1.29,-0.42,-0.42,1.94,3.06,0
3950,3.91,7.66,3.93,-1.18,-1.18,1.67,3.33,0
3951,5.46,17.81,3.71,-0.86,-0.86,0.69,4.31,0
3952,1.88,4.19,1.86,-0.48,-0.48,1.12,3.88,0
3953,6.99,10.08,6.47,-1.49,-1.49,0.66,4.34,0
3954,8.25,21.54,7.25,-1.97,-1.97,1.32,3.68,0
3955,6.63,6.26,6.04,-1.74,-1.74,1.53,3.47,0
3956,11.23,15.77,11.26,-2.39,-2.39,0.29,4.71,0
3957,1.95,5.97,1.6,-0.36,-0.36,0.55,4.45,0
3958,7.38,16.36,7.71,-1.69,-1.69,0.44,4.56,0
3959,1.82,3.49,1.8,-0.44,-0.44,0.9,4.1,0
3960,2.45,8.8,2.32,-0.5,-0.5,0.36,4.64,0
3961,7.97,10.82,6.86,-1.74,-1.74,1.06,3.94,0
3962,8.77,25.44,7.5,-2.24,-2.24,1.65,3.35,0
3963,1.59,1.76,1.18,-0.77,-0.77,3.47,1.53,0
3964,3.13,5.75,3.15,-1.1,-1.1,3.28,1.72,0
3965,7.21,6.93,7.12,-2,-2,1.44,3.56,0
3966,4.79,4.73,4.88,-1.17,-1.17,0.83,4.17,0
3967,8.37,12.59,8.12,-2.11,-2.11,1.15,3.85,0
3968,10.28,36.39,7.52,-1.65,-1.65,0.44,4.56,0
3969,6.03,4.92,5.06,-1.31,-1.31,1.14,3.86,0
3970,12.64,34.35,10.62,-2.54,-2.54,0.82,4.18,0
3971,2.28,3.6,2.27,-0.6,-0.6,1.22,3.78,0
3972,8.97,20.57,8.83,-2.44,-2.44,1.38,3.62,0
3973,0.56,1.81,0.45,-1.13,-1.13,4.6,0.4,0
3974,6.88,22.81,6.79,-1.99,-1.99,1.59,3.41,0
3975,5.91,7.83,5.89,-1.23,-1.23,0.21,4.79,0
3976,3.82,6.59,2.87,-1.75,-1.75,3.36,1.64,0
3977,0.98,2.13,0.65,-0.18,-0.18,1.41,3.59,0
3978,8,14.95,6.75,-1.63,-1.63,0.86,4.14,0
3979,8.85,27.49,9.13,-2.06,-2.06,0.57,4.43,0
3980,2.2,3.71,2.2,-1.01,-1.01,2.82,2.18,0
3981,9.29,19.42,4.98,-1.22,-1.22,0.92,4.08,0
3982,3.96,2.29,3.15,-0.71,-0.71,0.57,4.43,0
3983,3.53,6.16,2.65,-2.17,-2.17,3.78,1.22,0
3984,6.54,10.88,6.51,-1.01,-1.01,1.71,3.29,0
3985,9.36,15,7.81,-1.89,-1.89,0.87,4.13,0
3986,3.96,2.29,3.22,-0.71,-0.71,0.46,4.54,0
3987,1.07,3.46,1.16,-0.34,-0.34,1.59,3.41,0
3988,5.06,14.14,4.88,-1.48,-1.48,1.7,3.3,0
3989,1.82,3.49,1.85,-0.42,-0.42,0.6,4.4,0
3990,8.32,20.38,7.97,-2.31,-2.31,1.55,3.45,0
3991,5.77,9.51,4.56,-1.63,-1.63,2.2,2.8,0
3992,5.05,4.85,5.07,-1.13,-1.13,0.51,4.49,0
3993,9.83,17.56,9.14,-2.32,-2.32,1.06,3.94,0
3994,9.6,3.21,6.6,-2.2,-2.2,2,3,0
3995,10.45,6.33,8.79,-2.03,-2.03,0.67,4.33,0
3996,7.99,5.79,8.28,-2.07,-2.07,1,4,0
3997,7.18,15.22,6.92,-1.88,-1.88,1.32,3.68,0
3998,3.18,2.51,1.81,-1.06,-1.06,3.29,1.71,0
3999,3.55,6.26,3.57,-0.9,-0.9,1.03,3.97,0
4000,7.72,17.15,7.62,-1.69,-1.69,1.43,3.57,0
4001,3.42,9.18,3.35,-0.9,-0.9,1.28,3.72,0
4002,3.26,3.62,3.14,-1.34,-1.34,2.66,2.34,0
4003,7.63,22.2,6.7,-2.5,-2.5,2.32,2.68,0
4004,4.13,14.7,4.11,-1.91,-1.91,2.85,2.15,0
4005,5.93,16.85,6.29,-2.01,-2.01,1.87,3.13,0
4006,15.16,38.5,15.05,-3.79,-3.79,1.03,3.97,0
4007,10.03,7.07,7.37,-1.61,-1.61,0.42,4.58,0
4008,6.45,7.55,5.16,-1.24,-1.24,0.84,4.16,0
4009,3.88,4.36,3.31,-1.57,-1.57,2.89,2.11,0
4010,1.65,3.29,1.57,-1.96,-1.96,4.2,0.8,0
4011,7.89,46.34,4.23,-1.77,-1.77,2.61,2.39,0
4012,6.48,20.4,5.89,-1.87,-1.87,1.85,3.15,0
4013,3.33,15.47,3.46,-0.94,-0.94,1.32,3.68,0
4014,8.07,17.24,8,-1.86,-1.86,0.7,4.3,0
4015,7.85,32.15,7.89,-2.52,-2.52,1.87,3.13,0
4016,7.24,12.42,6.28,-1.74,-1.74,1.39,3.61,0
4017,0.56,4.03,0.52,-1.31,-1.31,4.6,0.4,0
4018,14.8,35.09,11.06,-2.42,-2.42,0.43,4.57,0
4019,12.35,23.07,10.9,-2.36,-2.36,0.38,4.62,0
4020,12.25,38.3,9.54,-2.71,-2.71,1.48,3.52,0
4021,8.09,36.2,7.93,-2.44,-2.44,1.75,3.25,0
